O*NET-SOC Code	Element ID	Element Name (SP)	Scale ID	Data Value
11-9041.00	1.B.1.i	Punto culminante del tercer interés	IH	2.00
11-9051.00	1.B.1.a	Realista	OI	3.66
11-9051.00	1.B.1.b	Investigadora	OI	2.00
11-9051.00	1.B.1.c	Artística	OI	2.00
11-9051.00	1.B.1.d	Social	OI	4.66
11-9051.00	1.B.1.e	Emprendedora	OI	6.33
11-9051.00	1.B.1.f	Convencional	OI	4.66
11-9051.00	1.B.1.g	Punto culminante del primer interés	IH	5.00
11-9051.00	1.B.1.h	Punto culminante del segundo interés	IH	6.00
11-9051.00	1.B.1.i	Punto culminante del tercer interés	IH	4.00
11-9061.00	1.B.1.a	Realista	OI	3.33
11-9061.00	1.B.1.b	Investigadora	OI	2.66
11-9061.00	1.B.1.c	Artística	OI	3.00
11-9061.00	1.B.1.d	Social	OI	5.33
11-9061.00	1.B.1.e	Emprendedora	OI	6.33
11-9061.00	1.B.1.f	Convencional	OI	4.33
11-9061.00	1.B.1.g	Punto culminante del primer interés	IH	5.00
11-9061.00	1.B.1.h	Punto culminante del segundo interés	IH	4.00
11-9061.00	1.B.1.i	Punto culminante del tercer interés	IH	6.00
11-9071.00	1.B.1.a	Realista	OI	3.66
11-9071.00	1.B.1.b	Investigadora	OI	2.33
11-9071.00	1.B.1.c	Artística	OI	2.66
11-9071.00	1.B.1.d	Social	OI	3.33
11-9071.00	1.B.1.e	Emprendedora	OI	7.00
11-9071.00	1.B.1.f	Convencional	OI	5.33
11-9071.00	1.B.1.g	Punto culminante del primer interés	IH	5.00
11-9071.00	1.B.1.h	Punto culminante del segundo interés	IH	6.00
11-9071.00	1.B.1.i	Punto culminante del tercer interés	IH	0.00
11-9081.00	1.B.1.a	Realista	OI	3.00
11-9081.00	1.B.1.b	Investigadora	OI	1.66
11-9081.00	1.B.1.c	Artística	OI	2.00
11-9081.00	1.B.1.d	Social	OI	4.66
11-9081.00	1.B.1.e	Emprendedora	OI	6.33
11-9081.00	1.B.1.f	Convencional	OI	5.00
11-9081.00	1.B.1.g	Punto culminante del primer interés	IH	5.00
11-9081.00	1.B.1.h	Punto culminante del segundo interés	IH	6.00
11-9081.00	1.B.1.i	Punto culminante del tercer interés	IH	4.00
11-9111.00	1.B.1.a	Realista	OI	2.00
11-9111.00	1.B.1.b	Investigadora	OI	4.00
11-9111.00	1.B.1.c	Artística	OI	3.00
11-9111.00	1.B.1.d	Social	OI	5.33
11-9111.00	1.B.1.e	Emprendedora	OI	6.33
11-9111.00	1.B.1.f	Convencional	OI	3.66
11-9111.00	1.B.1.g	Punto culminante del primer interés	IH	5.00
11-9111.00	1.B.1.h	Punto culminante del segundo interés	IH	4.00
11-9111.00	1.B.1.i	Punto culminante del tercer interés	IH	0.00
11-9121.00	1.B.1.a	Realista	OI	4.33
11-9121.00	1.B.1.b	Investigadora	OI	6.33
11-9121.00	1.B.1.c	Artística	OI	2.66
11-9121.00	1.B.1.d	Social	OI	3.33
11-9121.00	1.B.1.e	Emprendedora	OI	5.66
11-9121.00	1.B.1.f	Convencional	OI	3.33
11-9121.00	1.B.1.g	Punto culminante del primer interés	IH	2.00
11-9121.00	1.B.1.h	Punto culminante del segundo interés	IH	5.00
11-9121.00	1.B.1.i	Punto culminante del tercer interés	IH	0.00
11-9131.00	1.B.1.a	Realista	OI	3.33
11-9131.00	1.B.1.b	Investigadora	OI	2.33
11-9131.00	1.B.1.c	Artística	OI	2.33
11-9131.00	1.B.1.d	Social	OI	4.33
11-9131.00	1.B.1.e	Emprendedora	OI	6.33
11-9131.00	1.B.1.f	Convencional	OI	5.00
11-9131.00	1.B.1.g	Punto culminante del primer interés	IH	5.00
11-9131.00	1.B.1.h	Punto culminante del segundo interés	IH	6.00
11-9131.00	1.B.1.i	Punto culminante del tercer interés	IH	4.00
11-9141.00	1.B.1.a	Realista	OI	3.33
11-9141.00	1.B.1.b	Investigadora	OI	2.00
11-9141.00	1.B.1.c	Artística	OI	2.00
11-9141.00	1.B.1.d	Social	OI	3.00
11-9141.00	1.B.1.e	Emprendedora	OI	6.33
11-9141.00	1.B.1.f	Convencional	OI	6.00
11-9141.00	1.B.1.g	Punto culminante del primer interés	IH	5.00
11-9141.00	1.B.1.h	Punto culminante del segundo interés	IH	6.00
11-9141.00	1.B.1.i	Punto culminante del tercer interés	IH	0.00
11-9151.00	1.B.1.a	Realista	OI	2.66
11-9151.00	1.B.1.b	Investigadora	OI	3.00
11-9151.00	1.B.1.c	Artística	OI	4.33
11-9151.00	1.B.1.d	Social	OI	6.66
11-9151.00	1.B.1.e	Emprendedora	OI	5.66
11-9151.00	1.B.1.f	Convencional	OI	3.66
11-9151.00	1.B.1.g	Punto culminante del primer interés	IH	4.00
11-9151.00	1.B.1.h	Punto culminante del segundo interés	IH	5.00
11-9151.00	1.B.1.i	Punto culminante del tercer interés	IH	0.00
13-1011.00	1.B.1.a	Realista	OI	2.66
13-1011.00	1.B.1.b	Investigadora	OI	2.66
13-1011.00	1.B.1.c	Artística	OI	4.00
13-1011.00	1.B.1.d	Social	OI	4.33
13-1011.00	1.B.1.e	Emprendedora	OI	6.66
13-1011.00	1.B.1.f	Convencional	OI	4.00
13-1011.00	1.B.1.g	Punto culminante del primer interés	IH	5.00
13-1011.00	1.B.1.h	Punto culminante del segundo interés	IH	4.00
13-1011.00	1.B.1.i	Punto culminante del tercer interés	IH	0.00
13-1021.00	1.B.1.a	Realista	OI	4.66
13-1021.00	1.B.1.b	Investigadora	OI	2.66
13-1021.00	1.B.1.c	Artística	OI	2.00
13-1021.00	1.B.1.d	Social	OI	3.00
13-1021.00	1.B.1.e	Emprendedora	OI	6.33
13-1021.00	1.B.1.f	Convencional	OI	5.33
13-1021.00	1.B.1.g	Punto culminante del primer interés	IH	5.00
13-1021.00	1.B.1.h	Punto culminante del segundo interés	IH	6.00
13-1021.00	1.B.1.i	Punto culminante del tercer interés	IH	1.00
13-1022.00	1.B.1.a	Realista	OI	2.66
13-1022.00	1.B.1.b	Investigadora	OI	3.00
13-1022.00	1.B.1.c	Artística	OI	2.66
13-1022.00	1.B.1.d	Social	OI	4.00
13-1022.00	1.B.1.e	Emprendedora	OI	6.33
13-1022.00	1.B.1.f	Convencional	OI	6.00
13-1022.00	1.B.1.g	Punto culminante del primer interés	IH	5.00
13-1022.00	1.B.1.h	Punto culminante del segundo interés	IH	6.00
13-1022.00	1.B.1.i	Punto culminante del tercer interés	IH	0.00
13-1023.00	1.B.1.a	Realista	OI	3.66
13-1023.00	1.B.1.b	Investigadora	OI	2.66
13-1023.00	1.B.1.c	Artística	OI	2.00
13-1023.00	1.B.1.d	Social	OI	3.33
13-1023.00	1.B.1.e	Emprendedora	OI	7.00
13-1023.00	1.B.1.f	Convencional	OI	5.33
13-1023.00	1.B.1.g	Punto culminante del primer interés	IH	5.00
13-1023.00	1.B.1.h	Punto culminante del segundo interés	IH	6.00
13-1023.00	1.B.1.i	Punto culminante del tercer interés	IH	0.00
13-1031.01	1.B.1.a	Realista	OI	2.00
13-1031.01	1.B.1.b	Investigadora	OI	2.66
13-1031.01	1.B.1.c	Artística	OI	2.00
13-1031.01	1.B.1.d	Social	OI	3.33
13-1031.01	1.B.1.e	Emprendedora	OI	4.00
13-1031.01	1.B.1.f	Convencional	OI	6.00
13-1031.01	1.B.1.g	Punto culminante del primer interés	IH	6.00
13-1031.01	1.B.1.h	Punto culminante del segundo interés	IH	5.00
13-1031.01	1.B.1.i	Punto culminante del tercer interés	IH	0.00
13-1031.02	1.B.1.a	Realista	OI	2.66
13-1031.02	1.B.1.b	Investigadora	OI	4.66
13-1031.02	1.B.1.c	Artística	OI	2.00
13-1031.02	1.B.1.d	Social	OI	4.00
13-1031.02	1.B.1.e	Emprendedora	OI	6.66
13-1031.02	1.B.1.f	Convencional	OI	4.00
13-1031.02	1.B.1.g	Punto culminante del primer interés	IH	5.00
13-1031.02	1.B.1.h	Punto culminante del segundo interés	IH	2.00
13-1031.02	1.B.1.i	Punto culminante del tercer interés	IH	0.00
13-1032.00	1.B.1.a	Realista	OI	5.33
13-1032.00	1.B.1.b	Investigadora	OI	2.66
13-1032.00	1.B.1.c	Artística	OI	2.33
13-1032.00	1.B.1.d	Social	OI	3.66
13-1032.00	1.B.1.e	Emprendedora	OI	4.33
13-1032.00	1.B.1.f	Convencional	OI	6.33
13-1032.00	1.B.1.g	Punto culminante del primer interés	IH	6.00
13-1032.00	1.B.1.h	Punto culminante del segundo interés	IH	1.00
13-1032.00	1.B.1.i	Punto culminante del tercer interés	IH	5.00
13-1041.01	1.B.1.a	Realista	OI	4.66
13-1041.01	1.B.1.b	Investigadora	OI	6.00
13-1041.01	1.B.1.c	Artística	OI	2.00
13-1041.01	1.B.1.d	Social	OI	2.33
13-1041.01	1.B.1.e	Emprendedora	OI	3.66
13-1041.01	1.B.1.f	Convencional	OI	5.33
13-1041.01	1.B.1.g	Punto culminante del primer interés	IH	2.00
13-1041.01	1.B.1.h	Punto culminante del segundo interés	IH	6.00
13-1041.01	1.B.1.i	Punto culminante del tercer interés	IH	1.00
13-1041.02	1.B.1.a	Realista	OI	3.66
13-1041.02	1.B.1.b	Investigadora	OI	2.33
13-1041.02	1.B.1.c	Artística	OI	1.66
13-1041.02	1.B.1.d	Social	OI	3.00
13-1041.02	1.B.1.e	Emprendedora	OI	4.00
13-1041.02	1.B.1.f	Convencional	OI	6.00
13-1041.02	1.B.1.g	Punto culminante del primer interés	IH	6.00
13-1041.02	1.B.1.h	Punto culminante del segundo interés	IH	5.00
13-1041.02	1.B.1.i	Punto culminante del tercer interés	IH	1.00
13-1041.03	1.B.1.a	Realista	OI	2.00
13-1041.03	1.B.1.b	Investigadora	OI	2.33
13-1041.03	1.B.1.c	Artística	OI	2.33
13-1041.03	1.B.1.d	Social	OI	5.66
13-1041.03	1.B.1.e	Emprendedora	OI	5.66
13-1041.03	1.B.1.f	Convencional	OI	4.00
13-1041.03	1.B.1.g	Punto culminante del primer interés	IH	4.00
13-1041.03	1.B.1.h	Punto culminante del segundo interés	IH	5.00
13-1041.03	1.B.1.i	Punto culminante del tercer interés	IH	6.00
13-1041.04	1.B.1.a	Realista	OI	2.66
13-1041.04	1.B.1.b	Investigadora	OI	3.33
13-1041.04	1.B.1.c	Artística	OI	2.00
13-1041.04	1.B.1.d	Social	OI	4.33
13-1041.04	1.B.1.e	Emprendedora	OI	6.00
13-1041.04	1.B.1.f	Convencional	OI	4.66
13-1041.04	1.B.1.g	Punto culminante del primer interés	IH	5.00
13-1041.04	1.B.1.h	Punto culminante del segundo interés	IH	6.00
13-1041.04	1.B.1.i	Punto culminante del tercer interés	IH	4.00
13-1041.05	1.B.1.a	Realista	OI	5.66
13-1041.05	1.B.1.b	Investigadora	OI	2.66
13-1041.05	1.B.1.c	Artística	OI	2.00
13-1041.05	1.B.1.d	Social	OI	2.00
13-1041.05	1.B.1.e	Emprendedora	OI	3.33
13-1041.05	1.B.1.f	Convencional	OI	5.33
13-1041.05	1.B.1.g	Punto culminante del primer interés	IH	1.00
13-1041.05	1.B.1.h	Punto culminante del segundo interés	IH	6.00
13-1041.05	1.B.1.i	Punto culminante del tercer interés	IH	0.00
13-1041.06	1.B.1.a	Realista	OI	4.33
13-1041.06	1.B.1.b	Investigadora	OI	6.00
13-1041.06	1.B.1.c	Artística	OI	2.00
13-1041.06	1.B.1.d	Social	OI	3.00
13-1041.06	1.B.1.e	Emprendedora	OI	3.66
13-1041.06	1.B.1.f	Convencional	OI	4.66
13-1041.06	1.B.1.g	Punto culminante del primer interés	IH	2.00
13-1041.06	1.B.1.h	Punto culminante del segundo interés	IH	6.00
13-1041.06	1.B.1.i	Punto culminante del tercer interés	IH	1.00
13-1051.00	1.B.1.a	Realista	OI	3.33
13-1051.00	1.B.1.b	Investigadora	OI	3.00
13-1051.00	1.B.1.c	Artística	OI	2.00
13-1051.00	1.B.1.d	Social	OI	3.66
13-1051.00	1.B.1.e	Emprendedora	OI	5.33
13-1051.00	1.B.1.f	Convencional	OI	6.33
13-1051.00	1.B.1.g	Punto culminante del primer interés	IH	6.00
13-1051.00	1.B.1.h	Punto culminante del segundo interés	IH	5.00
13-1051.00	1.B.1.i	Punto culminante del tercer interés	IH	0.00
13-1071.01	1.B.1.a	Realista	OI	2.33
13-1071.01	1.B.1.b	Investigadora	OI	2.33
13-1071.01	1.B.1.c	Artística	OI	2.33
13-1071.01	1.B.1.d	Social	OI	6.00
13-1071.01	1.B.1.e	Emprendedora	OI	5.00
13-1071.01	1.B.1.f	Convencional	OI	4.00
13-1071.01	1.B.1.g	Punto culminante del primer interés	IH	4.00
13-1071.01	1.B.1.h	Punto culminante del segundo interés	IH	5.00
13-1071.01	1.B.1.i	Punto culminante del tercer interés	IH	6.00
13-1071.02	1.B.1.a	Realista	OI	2.66
13-1071.02	1.B.1.b	Investigadora	OI	3.00
13-1071.02	1.B.1.c	Artística	OI	2.66
13-1071.02	1.B.1.d	Social	OI	5.66
13-1071.02	1.B.1.e	Emprendedora	OI	6.66
13-1071.02	1.B.1.f	Convencional	OI	3.66
13-1071.02	1.B.1.g	Punto culminante del primer interés	IH	5.00
13-1071.02	1.B.1.h	Punto culminante del segundo interés	IH	4.00
13-1071.02	1.B.1.i	Punto culminante del tercer interés	IH	0.00
13-1072.00	1.B.1.a	Realista	OI	2.66
13-1072.00	1.B.1.b	Investigadora	OI	6.00
13-1072.00	1.B.1.c	Artística	OI	2.00
13-1072.00	1.B.1.d	Social	OI	4.00
13-1072.00	1.B.1.e	Emprendedora	OI	4.33
13-1072.00	1.B.1.f	Convencional	OI	5.66
13-1072.00	1.B.1.g	Punto culminante del primer interés	IH	2.00
13-1072.00	1.B.1.h	Punto culminante del segundo interés	IH	6.00
13-1072.00	1.B.1.i	Punto culminante del tercer interés	IH	5.00
13-1073.00	1.B.1.a	Realista	OI	2.33
13-1073.00	1.B.1.b	Investigadora	OI	2.33
13-1073.00	1.B.1.c	Artística	OI	2.66
13-1073.00	1.B.1.d	Social	OI	6.33
13-1073.00	1.B.1.e	Emprendedora	OI	5.66
13-1073.00	1.B.1.f	Convencional	OI	4.00
13-1073.00	1.B.1.g	Punto culminante del primer interés	IH	4.00
13-1073.00	1.B.1.h	Punto culminante del segundo interés	IH	5.00
13-1073.00	1.B.1.i	Punto culminante del tercer interés	IH	6.00
13-1111.00	1.B.1.a	Realista	OI	3.00
13-1111.00	1.B.1.b	Investigadora	OI	6.00
13-1111.00	1.B.1.c	Artística	OI	2.00
13-1111.00	1.B.1.d	Social	OI	3.66
13-1111.00	1.B.1.e	Emprendedora	OI	6.00
